record_id,customer_email,phone_number,ssn,full_name,order_id,product_name,price,quantity,category,city,country,customer_age_group,payment_method,order_date,pii_violation_label
460,jason.campbell@yahoo.com,***-***-****,***-**-****,Jason Campbell,ORD-000460,Samsung TV,1499.99,7,Electronics,Oakland,Germany,35-44,Crypto,2024-09-05,PII_VIOLATION
461,linda.allen@email.com,555-615-4622,951-34-9612,Linda Allen,ORD-000461,Jeans,59.99,7,Clothing,Minneapolis,Mexico,65+,Crypto,2024-02-28,PII_VIOLATION
462,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000462,Samsung TV,1499.99,3,Electronics,Tucson,India,55-64,Crypto,2024-06-24,NO_VIOLATION
463,***@***.com,555-231-3332,***-**-****,Frances Martin,ORD-000463,Samsung TV,1499.99,2,Electronics,Charlotte,UK,18-24,Apple Pay,2024-12-19,PII_VIOLATION
464,brittany.garcia@company.com,555-210-1537,912-94-9412,Brittany Garcia,ORD-000464,Novel Book,14.99,2,Books,Houston,Brazil,18-24,PayPal,2024-01-23,PII_VIOLATION
465,***@***.com,555-701-4277,***-**-****,Charles Martin,ORD-000465,Galaxy S24,899.99,6,Electronics,Philadelphia,UK,65+,PayPal,2024-10-23,PII_VIOLATION
466,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000466,Blender,59.99,1,Kitchen,Charlotte,Australia,35-44,Debit Card,2024-10-02,NO_VIOLATION
467,D***@yahoo.com,***-***-****,550-96-2758,Donna Ward,ORD-000467,Dell Laptop,849.99,4,Electronics,Memphis,Japan,45-54,Debit Card,2024-09-20,PII_VIOLATION
468,N/A,N/A,N/A,Anonymous,ORD-000468,AirPods Pro,249.99,8,Electronics,El Paso,Brazil,18-24,Apple Pay,2024-05-25,NO_VIOLATION
469,user_98092@anon.com,555-207-XXXX,XXX-XX-7494,Customer_8177,ORD-000469,Jeans,59.99,1,Clothing,Phoenix,Brazil,65+,PayPal,2024-04-01,NO_VIOLATION
470,user_26090@anon.com,555-338-XXXX,XXX-XX-7958,Customer_9177,ORD-000470,Wallet,29.99,4,Accessories,Austin,Canada,35-44,Debit Card,2024-06-22,NO_VIOLATION
471,***@***.com,555-874-7557,***-**-****,Kimberly Price,ORD-000471,Air Fryer,99.99,2,Kitchen,Miami,Germany,25-34,Crypto,2024-08-20,PII_VIOLATION
472,***@***.com,555-130-2631,***-**-****,Cynthia King,ORD-000472,Air Fryer,99.99,6,Kitchen,Anaheim,USA,25-34,Apple Pay,2024-11-05,PII_VIOLATION
473,***@***.com,555-776-9518,***-**-****,Kelly Thomas,ORD-000473,Sony Headphones,199.99,9,Electronics,Boston,Brazil,45-54,Google Pay,2024-05-13,PII_VIOLATION
474,N/A,N/A,N/A,Anonymous,ORD-000474,Jeans,59.99,3,Clothing,Las Vegas,Brazil,45-54,Credit Card,2024-01-17,NO_VIOLATION
475,user_72378@anon.com,555-675-XXXX,XXX-XX-3560,Customer_9301,ORD-000475,Sunglasses,59.99,9,Accessories,San Diego,India,65+,Apple Pay,2024-12-03,NO_VIOLATION
476,L***@work.com,***-***-****,731-96-6779,Lisa Collins,ORD-000476,Sunglasses,59.99,1,Accessories,Boston,France,18-24,Credit Card,2024-10-29,PII_VIOLATION
477,E***@yahoo.com,***-***-****,489-22-8014,Ethan Price,ORD-000477,Yoga Mat,29.99,4,Sports,Memphis,Japan,35-44,Credit Card,2024-12-04,PII_VIOLATION
478,***@***.com,555-217-6531,***-**-****,Larry Wilson,ORD-000478,Running Shoes,89.99,10,Sports,Chicago,Brazil,65+,Crypto,2024-08-04,PII_VIOLATION
479,***@***.com,555-702-1364,***-**-****,Jason Williams,ORD-000479,Running Shoes,89.99,4,Sports,Cleveland,Canada,45-54,Credit Card,2024-12-19,PII_VIOLATION
480,***@***.com,555-729-5907,***-**-****,Evelyn Roberts,ORD-000480,Air Fryer,99.99,5,Kitchen,Bakersfield,Canada,55-64,Debit Card,2024-05-27,PII_VIOLATION
481,N/A,N/A,N/A,Anonymous,ORD-000481,AirPods Pro,249.99,6,Electronics,Cleveland,Mexico,45-54,Apple Pay,2024-04-17,NO_VIOLATION
482,patrick.nelson@hotmail.com,555-779-9846,420-35-7788,Patrick Nelson,ORD-000482,Protein Powder,49.99,9,Health,Seattle,India,55-64,Apple Pay,2024-12-09,PII_VIOLATION
483,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000483,Nintendo Switch,299.99,10,Electronics,Bakersfield,Mexico,55-64,Crypto,2024-08-10,NO_VIOLATION
484,N/A,N/A,N/A,Anonymous,ORD-000484,Jeans,59.99,4,Clothing,Albuquerque,Japan,35-44,Crypto,2024-02-02,NO_VIOLATION
485,***@***.com,555-803-4868,***-**-****,Matthew Lee,ORD-000485,Samsung TV,1499.99,8,Electronics,Columbus,USA,25-34,Crypto,2024-06-07,PII_VIOLATION
486,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000486,Watch,199.99,8,Accessories,Denver,Mexico,25-34,Bank Transfer,2024-01-22,NO_VIOLATION
487,N/A,N/A,N/A,Anonymous,ORD-000487,Protein Powder,49.99,9,Health,Corpus Christi,UK,25-34,Credit Card,2024-10-19,NO_VIOLATION
488,cynthia.taylor@company.com,555-714-3003,891-50-6395,Cynthia Taylor,ORD-000488,Jacket,89.99,7,Clothing,Wichita,Japan,65+,Bank Transfer,2024-04-30,PII_VIOLATION
489,mark.allen@work.net,***-***-****,***-**-****,Mark Allen,ORD-000489,Air Fryer,99.99,9,Kitchen,Minneapolis,France,65+,Credit Card,2024-06-11,PII_VIOLATION
490,***@***.com,555-586-7025,***-**-****,Kimberly White,ORD-000490,Desk Lamp,34.99,4,Office,Arlington,USA,65+,Bank Transfer,2024-01-28,PII_VIOLATION
491,stephanie.campbell@yahoo.com,***-***-****,***-**-****,Stephanie Campbell,ORD-000491,Galaxy S24,899.99,5,Electronics,Baltimore,Germany,35-44,Credit Card,2024-04-30,PII_VIOLATION
492,N/A,N/A,N/A,Anonymous,ORD-000492,Air Fryer,99.99,2,Kitchen,Riverside,Japan,35-44,Bank Transfer,2024-08-04,NO_VIOLATION
493,P***@***.com,***-***-****,***-**-****,P. W.,ORD-000493,Backpack,49.99,8,Bags,Los Angeles,USA,65+,Bank Transfer,2024-04-04,NO_VIOLATION
494,user_51864@anon.com,555-562-XXXX,XXX-XX-8837,Customer_3187,ORD-000494,iPad Air,599.99,3,Electronics,Austin,Australia,55-64,Bank Transfer,2024-11-28,NO_VIOLATION
495,ashley.clark@work.com,555-918-5616,303-20-7791,Ashley Clark,ORD-000495,Yoga Mat,29.99,4,Sports,Jacksonville,Japan,45-54,Crypto,2024-10-19,PII_VIOLATION
496,D***@email.com,***-***-****,303-43-3764,Diane Ross,ORD-000496,MacBook Pro,1299.99,3,Electronics,Baltimore,India,45-54,Google Pay,2024-05-13,PII_VIOLATION
497,user_27065@anon.com,555-541-XXXX,XXX-XX-4385,Customer_4531,ORD-000497,iPad Air,599.99,5,Electronics,Indianapolis,Australia,25-34,Crypto,2024-05-16,NO_VIOLATION
498,user_21237@anon.com,555-110-XXXX,XXX-XX-8682,Customer_3182,ORD-000498,Bose Speaker,349.99,6,Electronics,Seattle,Australia,55-64,Apple Pay,2024-05-07,NO_VIOLATION
499,N***@gmail.com,***-***-****,825-64-5198,Nicole Collins,ORD-000499,AirPods Pro,249.99,4,Electronics,San Antonio,Mexico,18-24,Credit Card,2024-06-19,PII_VIOLATION
500,J***@outlook.com,***-***-****,787-57-3166,John Torres,ORD-000500,Sneakers,79.99,3,Clothing,Tulsa,USA,55-64,Debit Card,2024-05-13,PII_VIOLATION
501,N/A,N/A,N/A,Anonymous,ORD-000501,iPad Air,599.99,6,Electronics,El Paso,USA,25-34,Apple Pay,2024-05-23,NO_VIOLATION
502,ashley.ross@work.net,***-***-****,***-**-****,Ashley Ross,ORD-000502,Wallet,29.99,8,Accessories,Atlanta,UK,55-64,Crypto,2024-12-02,PII_VIOLATION
503,***@***.com,555-136-8704,***-**-****,David King,ORD-000503,Vitamin Pack,24.99,9,Health,San Diego,Brazil,18-24,Apple Pay,2024-07-01,PII_VIOLATION
504,thomas.white@yahoo.com,555-457-2533,308-46-3959,Thomas White,ORD-000504,Jacket,89.99,10,Clothing,Austin,Mexico,35-44,Google Pay,2024-12-05,PII_VIOLATION
505,***@***.com,555-526-2258,***-**-****,Angela Sanders,ORD-000505,Sneakers,79.99,2,Clothing,Detroit,USA,35-44,Bank Transfer,2024-12-14,PII_VIOLATION
506,user_52587@anon.com,555-849-XXXX,XXX-XX-3118,Customer_4463,ORD-000506,Coffee Maker,79.99,6,Kitchen,Bakersfield,Germany,55-64,Bank Transfer,2024-01-03,NO_VIOLATION
507,user_21690@anon.com,555-121-XXXX,XXX-XX-4411,Customer_3669,ORD-000507,Textbook,79.99,4,Books,Las Vegas,Canada,45-54,PayPal,2024-04-01,NO_VIOLATION
508,N/A,N/A,N/A,Anonymous,ORD-000508,Watch,199.99,6,Accessories,Albuquerque,Germany,65+,Google Pay,2024-03-08,NO_VIOLATION
509,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000509,AirPods Pro,249.99,7,Electronics,Lexington,Japan,35-44,Google Pay,2024-04-05,NO_VIOLATION
510,***@***.com,555-574-4673,***-**-****,Jennifer Torres,ORD-000510,T-Shirt,19.99,2,Clothing,Atlanta,Mexico,65+,Bank Transfer,2024-09-25,PII_VIOLATION
511,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000511,Blender,59.99,2,Kitchen,Albuquerque,Germany,55-64,Credit Card,2024-10-09,NO_VIOLATION
512,***@***.com,555-196-8612,***-**-****,Amy Reed,ORD-000512,Yoga Mat,29.99,1,Sports,Seattle,India,18-24,Crypto,2024-09-14,PII_VIOLATION
513,mark.lewis@hotmail.com,***-***-****,***-**-****,Mark Lewis,ORD-000513,Novel Book,14.99,5,Books,Corpus Christi,Brazil,65+,Apple Pay,2024-11-15,PII_VIOLATION
514,***@***.com,555-864-5248,***-**-****,Donna Lewis,ORD-000514,Vitamin Pack,24.99,1,Health,Minneapolis,USA,18-24,Apple Pay,2024-02-29,PII_VIOLATION
515,raymond.stewart@outlook.com,555-410-6910,807-96-7471,Raymond Stewart,ORD-000515,Watch,199.99,4,Accessories,Nashville,Canada,25-34,Debit Card,2024-01-08,PII_VIOLATION
516,***@***.com,555-314-8882,***-**-****,Martha Robinson,ORD-000516,Vitamin Pack,24.99,8,Health,Bakersfield,Mexico,25-34,Credit Card,2024-06-03,PII_VIOLATION
517,user_16674@anon.com,555-441-XXXX,XXX-XX-1129,Customer_2682,ORD-000517,Jeans,59.99,10,Clothing,Tucson,India,25-34,Debit Card,2024-05-30,NO_VIOLATION
518,user_40396@anon.com,555-831-XXXX,XXX-XX-1994,Customer_9655,ORD-000518,MacBook Pro,1299.99,10,Electronics,Atlanta,Japan,45-54,Google Pay,2024-10-29,NO_VIOLATION
519,***@***.com,555-666-2040,***-**-****,Michael Reed,ORD-000519,Sneakers,79.99,6,Clothing,Sacramento,Canada,45-54,Google Pay,2024-11-26,PII_VIOLATION
520,user_27191@anon.com,555-400-XXXX,XXX-XX-7395,Customer_7829,ORD-000520,Canon Camera,749.99,10,Electronics,Miami,Australia,55-64,Bank Transfer,2024-06-22,NO_VIOLATION
521,***@***.com,555-918-3654,***-**-****,Jose Campbell,ORD-000521,Backpack,49.99,3,Bags,Riverside,Canada,65+,Apple Pay,2024-03-07,PII_VIOLATION
522,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000522,Galaxy S24,899.99,3,Electronics,Memphis,Germany,35-44,Bank Transfer,2024-03-22,NO_VIOLATION
523,james.roberts@hotmail.com,***-***-****,***-**-****,James Roberts,ORD-000523,Air Fryer,99.99,9,Kitchen,Seattle,France,35-44,Crypto,2024-01-24,PII_VIOLATION
524,larry.torres@yahoo.com,***-***-****,***-**-****,Larry Torres,ORD-000524,iPad Air,599.99,1,Electronics,New Orleans,India,18-24,Crypto,2024-10-14,PII_VIOLATION
525,N/A,N/A,N/A,Anonymous,ORD-000525,Sunglasses,59.99,3,Accessories,Miami,Brazil,65+,Crypto,2024-02-20,NO_VIOLATION
526,***@***.com,555-549-7811,***-**-****,Nancy Martin,ORD-000526,Jacket,89.99,2,Clothing,Sacramento,France,35-44,Google Pay,2024-03-28,PII_VIOLATION
527,user_29082@anon.com,555-888-XXXX,XXX-XX-1162,Customer_9476,ORD-000527,Watch,199.99,6,Accessories,Albuquerque,Japan,45-54,Apple Pay,2024-09-21,NO_VIOLATION
528,***@***.com,555-422-7580,***-**-****,James Anderson,ORD-000528,MacBook Pro,1299.99,10,Electronics,Baltimore,USA,65+,Bank Transfer,2024-03-18,PII_VIOLATION
529,amanda.rogers@hotmail.com,***-***-****,***-**-****,Amanda Rogers,ORD-000529,Galaxy S24,899.99,7,Electronics,Denver,Mexico,55-64,Debit Card,2024-12-24,PII_VIOLATION
530,helen.henderson@outlook.com,***-***-****,***-**-****,Helen Henderson,ORD-000530,Sunglasses,59.99,6,Accessories,Columbus,Germany,18-24,Credit Card,2024-10-02,PII_VIOLATION
531,S***@hotmail.com,***-***-****,623-80-6115,Scott James,ORD-000531,Blender,59.99,10,Kitchen,Detroit,UK,18-24,Credit Card,2024-10-03,PII_VIOLATION
532,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000532,Yoga Mat,29.99,5,Sports,San Diego,USA,65+,Credit Card,2024-08-17,NO_VIOLATION
533,R***@***.com,***-***-****,***-**-****,R. R.,ORD-000533,Yoga Mat,29.99,3,Sports,Nashville,Germany,65+,Crypto,2024-10-20,NO_VIOLATION
534,user_38152@anon.com,555-556-XXXX,XXX-XX-2279,Customer_7050,ORD-000534,Backpack,49.99,7,Bags,Albuquerque,Japan,18-24,Credit Card,2024-02-01,NO_VIOLATION
535,J***@***.com,***-***-****,***-**-****,J. G.,ORD-000535,Novel Book,14.99,7,Books,Atlanta,Japan,45-54,Bank Transfer,2024-09-07,NO_VIOLATION
536,N/A,N/A,N/A,Anonymous,ORD-000536,iPad Air,599.99,3,Electronics,Aurora,Australia,45-54,Apple Pay,2024-01-17,NO_VIOLATION
537,***@***.com,555-212-2980,***-**-****,Barbara Barnes,ORD-000537,MacBook Pro,1299.99,6,Electronics,Oakland,UK,18-24,PayPal,2024-06-05,PII_VIOLATION
538,emily.white@email.com,555-902-7910,149-49-5644,Emily White,ORD-000538,Sony Headphones,199.99,6,Electronics,Jacksonville,Brazil,18-24,Credit Card,2024-10-07,PII_VIOLATION
539,user_97453@anon.com,555-559-XXXX,XXX-XX-3440,Customer_6328,ORD-000539,Jacket,89.99,9,Clothing,Corpus Christi,India,25-34,Crypto,2024-03-11,NO_VIOLATION
540,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000540,MacBook Pro,1299.99,2,Electronics,Honolulu,Brazil,65+,PayPal,2024-11-26,NO_VIOLATION
541,julie.baker@yahoo.com,555-759-2395,297-89-9877,Julie Baker,ORD-000541,Novel Book,14.99,8,Books,Lexington,USA,55-64,Google Pay,2024-04-06,PII_VIOLATION
542,***@***.com,555-119-5504,***-**-****,Barbara Ramirez,ORD-000542,Jacket,89.99,10,Clothing,Santa Ana,India,45-54,Credit Card,2024-09-30,PII_VIOLATION
543,J***@***.com,***-***-****,***-**-****,J. C.,ORD-000543,Jeans,59.99,2,Clothing,Oakland,France,45-54,PayPal,2024-02-16,NO_VIOLATION
544,N/A,N/A,N/A,Anonymous,ORD-000544,Office Chair,299.99,1,Office,Austin,USA,55-64,PayPal,2024-04-02,NO_VIOLATION
545,***@***.com,555-245-7763,***-**-****,Rebecca Thomas,ORD-000545,Jacket,89.99,10,Clothing,San Diego,USA,25-34,Debit Card,2024-11-01,PII_VIOLATION
546,***@***.com,555-375-1993,***-**-****,Patrick Edwards,ORD-000546,AirPods Pro,249.99,1,Electronics,Sacramento,USA,45-54,Bank Transfer,2024-04-29,PII_VIOLATION
547,jose.thomas@company.com,***-***-****,***-**-****,Jose Thomas,ORD-000547,Coffee Maker,79.99,6,Kitchen,Philadelphia,Mexico,25-34,Crypto,2024-03-13,PII_VIOLATION
548,user_45822@anon.com,555-712-XXXX,XXX-XX-5110,Customer_7228,ORD-000548,Jacket,89.99,1,Clothing,New Orleans,Germany,65+,Debit Card,2024-01-01,NO_VIOLATION
549,user_37636@anon.com,555-725-XXXX,XXX-XX-9270,Customer_6215,ORD-000549,Bose Speaker,349.99,9,Electronics,Philadelphia,Japan,65+,Credit Card,2024-03-12,NO_VIOLATION
550,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000550,Running Shoes,89.99,3,Sports,Charlotte,Brazil,55-64,PayPal,2024-01-09,NO_VIOLATION
551,***@***.com,555-109-3843,***-**-****,Victoria Cooper,ORD-000551,Sunglasses,59.99,2,Accessories,Baltimore,Mexico,18-24,Crypto,2024-11-28,PII_VIOLATION
552,jose.martin@work.com,***-***-****,***-**-****,Jose Martin,ORD-000552,Protein Powder,49.99,4,Health,Jacksonville,USA,18-24,Apple Pay,2024-07-08,PII_VIOLATION
553,***@***.com,555-796-6862,***-**-****,Frances Williams,ORD-000553,Watch,199.99,1,Accessories,Santa Ana,Australia,25-34,Apple Pay,2024-07-04,PII_VIOLATION
554,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000554,Air Fryer,99.99,10,Kitchen,Austin,Mexico,25-34,Bank Transfer,2024-10-16,NO_VIOLATION
555,user_10256@anon.com,555-537-XXXX,XXX-XX-1849,Customer_6292,ORD-000555,Wallet,29.99,9,Accessories,Denver,Australia,65+,Credit Card,2024-12-20,NO_VIOLATION
556,user_51450@anon.com,555-105-XXXX,XXX-XX-7420,Customer_4188,ORD-000556,Blender,59.99,5,Kitchen,Lexington,USA,65+,Debit Card,2024-01-25,NO_VIOLATION
557,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000557,T-Shirt,19.99,2,Clothing,San Francisco,Australia,25-34,PayPal,2024-06-08,NO_VIOLATION
558,N/A,N/A,N/A,Anonymous,ORD-000558,Jacket,89.99,6,Clothing,Seattle,Australia,18-24,Apple Pay,2024-05-02,NO_VIOLATION
559,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000559,Novel Book,14.99,6,Books,San Diego,Canada,18-24,Credit Card,2024-07-12,NO_VIOLATION
560,***@***.com,555-156-5939,***-**-****,Christopher Davis,ORD-000560,AirPods Pro,249.99,7,Electronics,San Antonio,USA,55-64,Credit Card,2024-05-30,PII_VIOLATION
561,justin.king@gmail.com,555-564-7290,575-64-2659,Justin King,ORD-000561,Running Shoes,89.99,10,Sports,Tampa,USA,45-54,Google Pay,2024-06-17,PII_VIOLATION
562,sarah.wood@yahoo.com,***-***-****,***-**-****,Sarah Wood,ORD-000562,Nintendo Switch,299.99,8,Electronics,Memphis,Japan,45-54,Bank Transfer,2024-11-13,PII_VIOLATION
563,N/A,N/A,N/A,Anonymous,ORD-000563,Bose Speaker,349.99,5,Electronics,Wichita,Mexico,25-34,Debit Card,2024-08-28,NO_VIOLATION
564,***@***.com,555-158-4889,***-**-****,Katherine Johnson,ORD-000564,Vitamin Pack,24.99,2,Health,Memphis,Australia,25-34,Bank Transfer,2024-04-13,PII_VIOLATION
565,larry.bailey@work.com,555-972-6499,730-48-7859,Larry Bailey,ORD-000565,Running Shoes,89.99,8,Sports,Austin,Canada,45-54,Crypto,2024-01-22,PII_VIOLATION
566,christina.young@company.com,555-577-4492,344-71-6431,Christina Young,ORD-000566,Watch,199.99,1,Accessories,Riverside,Japan,25-34,Apple Pay,2024-04-04,PII_VIOLATION
567,D***@***.com,***-***-****,***-**-****,D. B.,ORD-000567,MacBook Pro,1299.99,4,Electronics,Los Angeles,Australia,25-34,PayPal,2024-03-30,NO_VIOLATION
568,angela.watson@company.com,***-***-****,***-**-****,Angela Watson,ORD-000568,T-Shirt,19.99,2,Clothing,San Antonio,USA,65+,Debit Card,2024-07-13,PII_VIOLATION
569,S***@***.com,***-***-****,***-**-****,S. M.,ORD-000569,Watch,199.99,3,Accessories,New Orleans,Japan,65+,Credit Card,2024-03-01,NO_VIOLATION
570,steven.robinson@hotmail.com,***-***-****,***-**-****,Steven Robinson,ORD-000570,Desk Lamp,34.99,9,Office,San Francisco,USA,55-64,Google Pay,2024-04-06,PII_VIOLATION
571,***@***.com,555-744-5588,***-**-****,Nicole Scott,ORD-000571,Novel Book,14.99,10,Books,Atlanta,Australia,65+,Credit Card,2024-08-28,PII_VIOLATION
572,***@***.com,555-610-9501,***-**-****,Rebecca Torres,ORD-000572,Backpack,49.99,8,Bags,Portland,Mexico,65+,Apple Pay,2024-09-10,PII_VIOLATION
573,N/A,N/A,N/A,Anonymous,ORD-000573,Protein Powder,49.99,3,Health,Charlotte,Germany,45-54,Apple Pay,2024-10-19,NO_VIOLATION
574,***@***.com,555-237-2376,***-**-****,Brian Watson,ORD-000574,Yoga Mat,29.99,10,Sports,Indianapolis,India,18-24,Apple Pay,2024-09-19,PII_VIOLATION
575,christine.cook@hotmail.com,555-476-9151,424-44-7264,Christine Cook,ORD-000575,Galaxy S24,899.99,2,Electronics,Jacksonville,Brazil,25-34,PayPal,2024-11-26,PII_VIOLATION
576,N/A,N/A,N/A,Anonymous,ORD-000576,AirPods Pro,249.99,4,Electronics,Portland,USA,55-64,Debit Card,2024-06-19,NO_VIOLATION
577,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000577,Galaxy S24,899.99,7,Electronics,Pittsburgh,Germany,35-44,Crypto,2024-06-26,NO_VIOLATION
578,user_54650@anon.com,555-910-XXXX,XXX-XX-2406,Customer_6129,ORD-000578,Air Fryer,99.99,8,Kitchen,Indianapolis,Mexico,55-64,Crypto,2024-10-09,NO_VIOLATION
579,N/A,N/A,N/A,Anonymous,ORD-000579,Yoga Mat,29.99,8,Sports,Dallas,India,25-34,PayPal,2024-01-05,NO_VIOLATION
580,A***@hotmail.com,***-***-****,881-98-9808,Angela Young,ORD-000580,Bose Speaker,349.99,3,Electronics,El Paso,India,18-24,Google Pay,2024-01-17,PII_VIOLATION
581,***@***.com,555-165-9757,***-**-****,Alexander Hall,ORD-000581,iPad Air,599.99,2,Electronics,Detroit,India,45-54,Bank Transfer,2024-06-04,PII_VIOLATION
582,M***@gmail.com,***-***-****,303-18-7322,Mark Jones,ORD-000582,Bose Speaker,349.99,2,Electronics,Charlotte,Australia,35-44,Bank Transfer,2024-09-25,PII_VIOLATION
583,N/A,N/A,N/A,Anonymous,ORD-000583,Vitamin Pack,24.99,3,Health,Sacramento,Canada,45-54,Crypto,2024-04-15,NO_VIOLATION
584,***@***.com,555-718-6084,***-**-****,Brittany Cooper,ORD-000584,Backpack,49.99,3,Bags,Anaheim,Brazil,35-44,Debit Card,2024-01-04,PII_VIOLATION
585,victoria.scott@work.com,***-***-****,***-**-****,Victoria Scott,ORD-000585,Wallet,29.99,5,Accessories,Philadelphia,Germany,65+,Apple Pay,2024-06-26,PII_VIOLATION
586,M***@***.com,***-***-****,***-**-****,M. S.,ORD-000586,Backpack,49.99,4,Bags,Cleveland,Canada,45-54,Bank Transfer,2024-01-23,NO_VIOLATION
587,K***@hotmail.com,***-***-****,814-37-9085,Kimberly Ramirez,ORD-000587,Vitamin Pack,24.99,2,Health,Lexington,Mexico,18-24,PayPal,2024-02-09,PII_VIOLATION
588,samantha.harris@work.net,555-312-9291,145-69-1437,Samantha Harris,ORD-000588,AirPods Pro,249.99,4,Electronics,Bakersfield,Brazil,45-54,PayPal,2024-07-23,PII_VIOLATION
589,B***@***.com,***-***-****,***-**-****,B. M.,ORD-000589,AirPods Pro,249.99,8,Electronics,Tulsa,Australia,65+,Apple Pay,2024-03-12,NO_VIOLATION
590,betty.williams@yahoo.com,***-***-****,***-**-****,Betty Williams,ORD-000590,Dell Laptop,849.99,8,Electronics,Phoenix,USA,65+,PayPal,2024-03-19,PII_VIOLATION
591,cheryl.jones@company.com,555-552-1782,956-91-9566,Cheryl Jones,ORD-000591,Desk Lamp,34.99,8,Office,Honolulu,Canada,45-54,Bank Transfer,2024-06-06,PII_VIOLATION
592,david.evans@company.com,555-355-7138,344-35-2497,David Evans,ORD-000592,Galaxy S24,899.99,2,Electronics,Milwaukee,USA,18-24,PayPal,2024-04-08,PII_VIOLATION
593,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000593,Running Shoes,89.99,7,Sports,Tulsa,Australia,55-64,Debit Card,2024-10-04,NO_VIOLATION
594,C***@work.com,***-***-****,277-11-7588,Carol Allen,ORD-000594,Desk Lamp,34.99,4,Office,El Paso,USA,45-54,Debit Card,2024-08-22,PII_VIOLATION
595,user_98853@anon.com,555-889-XXXX,XXX-XX-3177,Customer_6440,ORD-000595,iPad Air,599.99,2,Electronics,Santa Ana,Mexico,55-64,Debit Card,2024-05-08,NO_VIOLATION
596,***@***.com,555-169-6490,***-**-****,Mark Carter,ORD-000596,Protein Powder,49.99,1,Health,Miami,Australia,55-64,Google Pay,2024-12-26,PII_VIOLATION
597,barbara.baker@company.com,555-855-8020,875-41-2300,Barbara Baker,ORD-000597,MacBook Pro,1299.99,3,Electronics,Dallas,France,45-54,PayPal,2024-04-13,PII_VIOLATION
598,K***@***.com,***-***-****,***-**-****,K. W.,ORD-000598,Desk Lamp,34.99,5,Office,Lexington,USA,55-64,Crypto,2024-07-31,NO_VIOLATION
599,***@***.com,555-348-4372,***-**-****,Mildred Perez,ORD-000599,Watch,199.99,9,Accessories,Anaheim,Australia,55-64,Crypto,2024-07-14,PII_VIOLATION
600,carl.smith@yahoo.com,***-***-****,***-**-****,Carl Smith,ORD-000600,Desk Lamp,34.99,10,Office,San Jose,Australia,25-34,Credit Card,2024-03-29,PII_VIOLATION
601,K***@***.com,***-***-****,***-**-****,K. W.,ORD-000601,Canon Camera,749.99,5,Electronics,Albuquerque,UK,55-64,Debit Card,2024-06-04,NO_VIOLATION
602,user_12596@anon.com,555-880-XXXX,XXX-XX-7249,Customer_8002,ORD-000602,Coffee Maker,79.99,3,Kitchen,Albuquerque,Mexico,55-64,Bank Transfer,2024-08-09,NO_VIOLATION
603,william.nelson@email.com,***-***-****,***-**-****,William Nelson,ORD-000603,Bose Speaker,349.99,8,Electronics,Fresno,Germany,45-54,Google Pay,2024-11-06,PII_VIOLATION
604,N/A,N/A,N/A,Anonymous,ORD-000604,Wallet,29.99,7,Accessories,Corpus Christi,France,45-54,Apple Pay,2024-07-31,NO_VIOLATION
605,N/A,N/A,N/A,Anonymous,ORD-000605,Protein Powder,49.99,5,Health,Cleveland,UK,25-34,Crypto,2024-08-11,NO_VIOLATION
606,A***@***.com,***-***-****,***-**-****,A. C.,ORD-000606,Wallet,29.99,1,Accessories,San Francisco,Australia,45-54,Credit Card,2024-07-04,NO_VIOLATION
607,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000607,Galaxy S24,899.99,7,Electronics,San Diego,Canada,65+,Bank Transfer,2024-07-15,NO_VIOLATION
608,***@***.com,555-269-7993,***-**-****,Scott Robinson,ORD-000608,Blender,59.99,2,Kitchen,Minneapolis,Japan,55-64,PayPal,2024-07-29,PII_VIOLATION
609,T***@hotmail.com,***-***-****,866-60-6047,Tyler White,ORD-000609,Galaxy S24,899.99,7,Electronics,Austin,Brazil,18-24,Credit Card,2024-02-05,PII_VIOLATION
610,betty.clark@work.com,***-***-****,***-**-****,Betty Clark,ORD-000610,Blender,59.99,3,Kitchen,San Diego,Brazil,55-64,Crypto,2024-04-18,PII_VIOLATION
611,***@***.com,555-551-2789,***-**-****,Steven Nguyen,ORD-000611,AirPods Pro,249.99,2,Electronics,Boston,Canada,45-54,Credit Card,2024-05-21,PII_VIOLATION
612,user_89034@anon.com,555-632-XXXX,XXX-XX-5355,Customer_8961,ORD-000612,Sunglasses,59.99,9,Accessories,New York,India,18-24,Credit Card,2024-04-18,NO_VIOLATION
